-99.9001	-0.14975
-99.7003	-0.299501
-99.5005	-0.449251
-99.3007	-0.599002
-99.1009	-0.748752
-98.9011	-0.898503
-98.7013	-1.04825
-98.5015	-1.198
-98.3017	-1.34775
-98.1019	-1.4975
-97.9021	-1.64725
-97.7023	-1.79701
-97.5025	-1.94676
-97.3027	-2.09651
-97.1029	-2.24626
-96.9031	-2.39601
-96.7033	-2.54576
-96.5035	-2.69551
-96.3037	-2.84526
-96.1039	-2.99501
-95.9041	-3.14476
-95.7043	-3.29451
-95.5045	-3.44426
-95.3047	-3.59401
-95.1049	-3.74376
-94.9051	-3.89351
-94.7053	-4.04326
-94.5055	-4.19301
-94.3057	-4.34276
-94.1059	-4.49251
-93.9061	-4.64226
-93.7063	-4.79201
-93.5065	-4.94176
-93.3067	-5.09152
-93.1069	-5.24127
-92.9071	-5.39102
-92.7073	-5.54077
-92.5075	-5.69052
-92.3077	-5.84027
-92.1079	-5.99002
-91.9081	-6.13977
-91.7083	-6.28952
-91.5085	-6.43927
-91.3087	-6.58902
-91.1089	-6.73877
-90.9091	-6.88852
-90.7093	-7.03827
-90.5095	-7.18802
-90.3097	-7.33777
-90.1099	-7.48752
-89.9101	-7.63727
-89.7103	-7.78702
-89.5105	-7.93677
-89.3107	-8.08652
-89.1109	-8.23627
-88.9111	-8.38603
-88.7113	-8.53578
-88.5115	-8.68553
-88.3117	-8.83528
-88.1119	-8.98503
-87.9121	-9.13478
-87.7123	-9.28453
-87.5125	-9.43428
-87.3127	-9.58403
-87.1129	-9.73378
-86.9131	-9.88353
-86.7133	-10.0333
-86.5135	-10.183
-86.3137	-10.3328
-86.1139	-10.4825
-85.9141	-10.6323
-85.7143	-10.782
-85.5145	-10.9318
-85.3147	-11.0815
-85.1149	-11.2313
-84.9151	-11.381
-84.7153	-11.5308
-84.5155	-11.6805
-84.3157	-11.8303
-84.1159	-11.98
-83.9161	-12.1298
-83.7163	-12.2795
-83.5165	-12.4293
-83.3167	-12.579
-83.1169	-12.7288
-82.9171	-12.8785
-82.7173	-13.0283
-82.5175	-13.178
-82.3177	-13.3278
-82.1179	-13.4775
-81.9181	-13.6273
-81.7183	-13.777
-81.5185	-13.9268
-81.3187	-14.0765
-81.1189	-14.2263
-80.9191	-14.376
-80.7193	-14.5258
-80.5195	-14.6755
-80.3197	-14.8253
-80.1199	-14.975
-79.9201	-15.1248
-79.7203	-15.2745
-79.5205	-15.4243
-79.3207	-15.574
-79.1209	-15.7238
