6	0
5.9994	-6.00005e-10
5.9988	-1.20004e-09
5.9982	-1.80016e-09
5.9976	-2.40037e-09
5.997	-3.00073e-09
5.9964	-3.60127e-09
5.9958	-4.20202e-09
5.9952	-4.80302e-09
5.9946	-5.4043e-09
5.994	-6.0059e-09
5.9934	-6.60786e-09
5.9928	-7.2102e-09
5.9922	-7.81297e-09
5.9916	-8.4162e-09
5.991	-9.01993e-09
5.9904	-9.62419e-09
5.9898	-1.0229e-08
5.9892	-1.08344e-08
5.9886	-1.14405e-08
5.988	-1.20472e-08
5.9874	-1.26547e-08
5.9868	-1.32629e-08
5.9862	-1.38719e-08
5.9856	-1.44816e-08
5.985	-1.50923e-08
5.9844	-1.57038e-08
5.9838	-1.63162e-08
5.9832	-1.69296e-08
5.9826	-1.7544e-08
5.982	-1.81595e-08
5.9814	-1.87759e-08
5.9808	-1.93935e-08
5.9802	-2.00122e-08
5.9796	-2.06321e-08
5.979	-2.12532e-08
5.9784	-2.18756e-08
5.9778	-2.24992e-08
5.9772	-2.31241e-08
5.9766	-2.37504e-08
5.976	-2.43781e-08
5.9754	-2.50072e-08
5.9748	-2.56378e-08
5.9742	-2.62698e-08
5.9736	-2.69034e-08
5.973	-2.75386e-08
5.9724	-2.81753e-08
5.9718	-2.88137e-08
5.9712	-2.94538e-08
5.9706	-3.00956e-08
5.97	-3.07391e-08
5.9694	-3.13845e-08
5.9688	-3.20316e-08
5.9682	-3.26806e-08
5.9676	-3.33316e-08
5.967	-3.39844e-08
5.9664	-3.46393e-08
5.9658	-3.52961e-08
5.9652	-3.5955e-08
5.9646	-3.6616e-08
5.964	-3.72791e-08
5.9634	-3.79443e-08
5.9628	-3.86118e-08
5.9622	-3.92815e-08
5.9616	-3.99534e-08
5.961	-4.06277e-08
5.9604	-4.13044e-08
5.9598	-4.19834e-08
5.9592	-4.26648e-08
5.9586	-4.33487e-08
5.958	-4.40352e-08
5.9574	-4.47241e-08
5.9568	-4.54157e-08
5.9562	-4.61098e-08
5.9556	-4.68067e-08
5.955	-4.75062e-08
5.9544	-4.82085e-08
5.9538	-4.89135e-08
5.9532	-4.96214e-08
5.9526	-5.03321e-08
5.952	-5.10457e-08
5.9514	-5.17623e-08
5.9508	-5.24818e-08
5.9502	-5.32044e-08
5.9496	-5.393e-08
5.949	-5.46587e-08
5.9484	-5.53905e-08
5.9478	-5.61256e-08
5.9472	-5.68638e-08
5.9466	-5.76053e-08
5.946	-5.83501e-08
5.9454	-5.90983e-08
5.9448	-5.98499e-08
5.9442	-6.06048e-08
5.9436	-6.13633e-08
5.943	-6.21253e-08
5.9424	-6.28908e-08
5.9418	-6.36599e-08
5.9412	-6.44327e-08
5.9406	-6.52091e-08
5.94	-6.59893e-08
5.9394	-6.67733e-08
5.9388	-6.7561e-08
5.9382	-6.83526e-08
5.9376	-6.91482e-08
5.937	-6.99476e-08
5.9364	-7.07511e-08
5.9358	-7.15586e-08
5.9352	-7.23701e-08
5.9346	-7.31858e-08
5.934	-7.40057e-08
5.9334	-7.48297e-08
5.9328	-7.56581e-08
5.9322	-7.64907e-08
5.9316	-7.73277e-08
5.931	-7.81691e-08
5.9304	-7.90149e-08
5.9298	-7.98652e-08
5.9292	-8.072e-08
5.9286	-8.15795e-08
5.928	-8.24435e-08
5.9274	-8.33122e-08
5.9268	-8.41857e-08
5.9262	-8.50639e-08
5.9256	-8.5947e-08
5.925	-8.68349e-08
5.9244	-8.77277e-08
5.9238	-8.86255e-08
5.9232	-8.95283e-08
5.9226	-9.04362e-08
5.922	-9.13492e-08
5.9214	-9.22674e-08
5.9208	-9.31907e-08
5.9202	-9.41193e-08
5.9196	-9.50533e-08
5.919	-9.59926e-08
5.9184	-9.69373e-08
5.9178	-9.78875e-08
5.9172	-9.88432e-08
5.9166	-9.98045e-08
5.916	-1.00771e-07
5.9154	-1.01744e-07
5.9148	-1.02722e-07
5.9142	-1.03706e-07
5.9136	-1.04696e-07
5.913	-1.05692e-07
5.9124	-1.06694e-07
5.9118	-1.07702e-07
5.9112	-1.08715e-07
5.9106	-1.09735e-07
5.91	-1.10761e-07
5.9094	-1.11794e-07
5.9088	-1.12832e-07
5.9082	-1.13877e-07
5.9076	-1.14928e-07
5.907	-1.15986e-07
5.9064	-1.1705e-07
5.9058	-1.18121e-07
5.9052	-1.19198e-07
