-9.90099	-9.90099	-5.48626e-06
-9.70297	-9.90099	-2.13564e-05
-9.50495	-9.90099	-4.27116e-05
-9.30693	-9.90099	-6.40645e-05
-9.10891	-9.90099	-8.54136e-05
-8.91089	-9.90099	-0.000106757
-8.71287	-9.90099	-0.000128093
-8.51485	-9.90099	-0.000149418
-8.31683	-9.90099	-0.000170728
-8.11881	-9.90099	-0.00019202
-7.92079	-9.90099	-0.000213289
-7.72277	-9.90099	-0.000234527
-7.52475	-9.90099	-0.000255728
-7.32673	-9.90099	-0.000276882
-7.12871	-9.90099	-0.000297981
-6.93069	-9.90099	-0.000319012
-6.73267	-9.90099	-0.000339963
-6.53465	-9.90099	-0.000360819
-6.33663	-9.90099	-0.000381564
-6.13861	-9.90099	-0.00040218
-5.94059	-9.90099	-0.000422647
-5.74257	-9.90099	-0.000442944
-5.54455	-9.90099	-0.000463047
-5.34653	-9.90099	-0.000482931
-5.14851	-9.90099	-0.000502568
-4.9505	-9.90099	-0.00052193
-4.75248	-9.90099	-0.000540985
-4.55446	-9.90099	-0.000559701
-4.35644	-9.90099	-0.000578043
-4.15842	-9.90099	-0.000595976
-3.9604	-9.90099	-0.000613462
-3.76238	-9.90099	-0.000630462
-3.56436	-9.90099	-0.000646938
-3.36634	-9.90099	-0.000662848
-3.16832	-9.90099	-0.000678153
-2.9703	-9.90099	-0.00069281
-2.77228	-9.90099	-0.000706779
-2.57426	-9.90099	-0.000720019
-2.37624	-9.90099	-0.00073249
-2.17822	-9.90099	-0.000744153
-1.9802	-9.90099	-0.00075497
-1.78218	-9.90099	-0.000764906
-1.58416	-9.90099	-0.000773928
-1.38614	-9.90099	-0.000782003
-1.18812	-9.90099	-0.000789103
-0.990099	-9.90099	-0.000795204
-0.792079	-9.90099	-0.000800283
-0.594059	-9.90099	-0.000804322
-0.39604	-9.90099	-0.000807307
-0.19802	-9.90099	-0.000809228
0	-9.90099	-0.000810078
0.19802	-9.90099	-0.000809855
0.39604	-9.90099	-0.000808563
0.594059	-9.90099	-0.000806207
0.792079	-9.90099	-0.000802799
0.990099	-9.90099	-0.000798353
1.18812	-9.90099	-0.000792887
1.38614	-9.90099	-0.000786425
1.58416	-9.90099	-0.000778992
1.78218	-9.90099	-0.000770617
1.9802	-9.90099	-0.000761332
2.17822	-9.90099	-0.00075117
2.37624	-9.90099	-0.000740169
2.57426	-9.90099	-0.000728365
2.77228	-9.90099	-0.000715799
2.9703	-9.90099	-0.000702512
3.16832	-9.90099	-0.000688543
3.36634	-9.90099	-0.000673935
3.56436	-9.90099	-0.00065873
3.76238	-9.90099	-0.000642969
3.9604	-9.90099	-0.000626692
4.15842	-9.90099	-0.00060994
4.35644	-9.90099	-0.000592751
4.55446	-9.90099	-0.000575164
4.75248	-9.90099	-0.000557214
4.9505	-9.90099	-0.000538936
5.14851	-9.90099	-0.000520364
5.34653	-9.90099	-0.000501528
5.54455	-9.90099	-0.000482458
5.74257	-9.90099	-0.000463182
5.94059	-9.90099	-0.000443725
6.13861	-9.90099	-0.000424112
6.33663	-9.90099	-0.000404363
6.53465	-9.90099	-0.000384499
6.73267	-9.90099	-0.000364537
6.93069	-9.90099	-0.000344495
7.12871	-9.90099	-0.000324387
7.32673	-9.90099	-0.000304224
7.52475	-9.90099	-0.00028402
7.72277	-9.90099	-0.000263783
7.92079	-9.90099	-0.000243522
8.11881	-9.90099	-0.000223244
8.31683	-9.90099	-0.000202955
8.51485	-9.90099	-0.00018266
8.71287	-9.90099	-0.000162363
8.91089	-9.90099	-0.000142068
9.10891	-9.90099	-0.00012178
9.30693	-9.90099	-0.000101506
9.50495	-9.90099	-8.12618e-05
9.70297	-9.90099	-6.10936e-05
9.90099	-9.90099	-4.1148e-05
-9.90099	-9.70297	-2.19451e-05
-9.70297	-9.70297	-4.27138e-05
-9.50495	-9.70297	-8.54255e-05
-9.30693	-9.70297	-0.000128133
-9.10891	-9.70297	-0.000170833
-8.91089	-9.70297	-0.000213522
-8.71287	-9.70297	-0.000256196
-8.51485	-9.70297	-0.000298849
-8.31683	-9.70297	-0.000341475
-8.11881	-9.70297	-0.000384064
-7.92079	-9.70297	-0.000426607
-7.72277	-9.70297	-0.000469091
-7.52475	-9.70297	-0.000511501
-7.32673	-9.70297	-0.00055382
-7.12871	-9.70297	-0.000596029
-6.93069	-9.70297	-0.000638104
-6.73267	-9.70297	-0.000680021
-6.53465	-9.70297	-0.000721749
-6.33663	-9.70297	-0.000763257
-6.13861	-9.70297	-0.000804509
-5.94059	-9.70297	-0.000845465
-5.74257	-9.70297	-0.000886082
-5.54455	-9.70297	-0.000926314
-5.34653	-9.70297	-0.000966109
-5.14851	-9.70297	-0.00100541
-4.9505	-9.70297	-0.00104417
-4.75248	-9.70297	-0.00108231
-4.55446	-9.70297	-0.00111978
-4.35644	-9.70297	-0.0011565
-4.15842	-9.70297	-0.0011924
-3.9604	-9.70297	-0.00122741
-3.76238	-9.70297	-0.00126145
-3.56436	-9.70297	-0.00129444
-3.36634	-9.70297	-0.0013263
-3.16832	-9.70297	-0.00135695
-2.9703	-9.70297	-0.00138631
-2.77228	-9.70297	-0.00141429
-2.57426	-9.70297	-0.00144081
-2.37624	-9.70297	-0.00146579
-2.17822	-9.70297	-0.00148915
-1.9802	-9.70297	-0.00151082
-1.78218	-9.70297	-0.00153073
-1.58416	-9.70297	-0.0015488
-1.38614	-9.70297	-0.00156498
