-9.09091	-9.09091	-0.0957065
-7.27273	-9.09091	-0.0807645
-5.45455	-9.09091	-0.058846
-3.63636	-9.09091	-0.0445572
-1.81818	-9.09091	-0.0378258
0	-9.09091	-0.0378144
1.81818	-9.09091	-0.0457539
3.63636	-9.09091	-0.0673879
5.45455	-9.09091	-0.120468
7.27273	-9.09091	-0.2612
9.09091	-9.09091	-0.683797
-9.09091	-7.27273	-0.302062
-7.27273	-7.27273	-0.168505
-5.45455	-7.27273	-0.110062
-3.63636	-7.27273	-0.0815568
-1.81818	-7.27273	-0.0689315
0	-7.27273	-0.0676779
1.81818	-7.27273	-0.0778135
3.63636	-7.27273	-0.10333
5.45455	-7.27273	-0.153283
7.27273	-7.27273	-0.240536
9.09091	-7.27273	-0.353745
-9.09091	-5.45455	-0.260237
-7.27273	-5.45455	-0.181133
-5.45455	-5.45455	-0.131342
-3.63636	-5.45455	-0.102676
-1.81818	-5.45455	-0.0886654
0	-5.45455	-0.0861523
1.81818	-5.45455	-0.0944925
3.63636	-5.45455	-0.114835
5.45455	-5.45455	-0.148798
7.27273	-5.45455	-0.193916
9.09091	-5.45455	-0.230411
-9.09091	-3.63636	-0.204009
-7.27273	-3.63636	-0.164447
-5.45455	-3.63636	-0.131495
-3.63636	-3.63636	-0.109141
-1.81818	-3.63636	-0.0969018
0	-3.63636	-0.0937732
1.81818	-3.63636	-0.0991695
3.63636	-3.63636	-0.112719
5.45455	-3.63636	-0.133157
7.27273	-3.63636	-0.15592
9.09091	-3.63636	-0.169972
-9.09091	-1.81818	-0.160942
-7.27273	-1.81818	-0.14115
-5.45455	-1.81818	-0.121052
-3.63636	-1.81818	-0.10549
-1.81818	-1.81818	-0.0960276
0	-1.81818	-0.0928692
1.81818	-1.81818	-0.0956935
3.63636	-1.81818	-0.103714
5.45455	-1.81818	-0.115192
7.27273	-1.81818	-0.126634
9.09091	-1.81818	-0.132617
-9.09091	0	-0.128637
-7.27273	0	-0.118158
-5.45455	0	-0.106073
-3.63636	0	-0.0957401
-1.81818	0	-0.0888492
0	0	-0.0859825
1.81818	0	-0.087021
3.63636	0	-0.0912533
5.45455	0	-0.0972606
7.27273	0	-0.102809
9.09091	0	-0.105225
-9.09091	1.81818	-0.10283
-7.27273	1.81818	-0.0967721
-5.45455	1.81818	-0.089343
-3.63636	1.81818	-0.0825477
-1.81818	1.81818	-0.0776466
0	1.81818	-0.0751905
1.81818	1.81818	-0.0751549
3.63636	1.81818	-0.0770171
5.45455	1.81818	-0.0797884
7.27273	1.81818	-0.0821164
9.09091	1.81818	-0.0826433
-9.09091	3.63636	-0.0806848
-7.27273	3.63636	-0.0767578
-5.45455	3.63636	-0.0719789
-3.63636	3.63636	-0.0674613
-1.81818	3.63636	-0.0639988
0	3.63636	-0.0619781
1.81818	3.63636	-0.0613908
3.63636	3.63636	-0.0618721
5.45455	3.63636	-0.0627594
7.27273	3.63636	-0.0632248
9.09091	3.63636	-0.0625474
-9.09091	5.45455	-0.0605084
-7.27273	5.45455	-0.0575955
-5.45455	5.45455	-0.0543535
-3.63636	5.45455	-0.0513197
-1.81818	5.45455	-0.0489094
0	5.45455	-0.0473322
1.81818	5.45455	-0.0465582
3.63636	5.45455	-0.0463209
5.45455	5.45455	-0.0461524
7.27273	5.45455	-0.0454758
9.09091	5.45455	-0.0438133
-9.09091	7.27273	-0.0412059
-7.27273	7.27273	-0.0387623
-5.45455	7.27273	-0.03652
-3.63636	7.27273	-0.0345544
-1.81818	7.27273	-0.0329869
0	7.27273	-0.0318831
1.81818	7.27273	-0.0311889
3.63636	7.27273	-0.030701
5.45455	7.27273	-0.0300536
7.27273	7.27273	-0.0287128
9.09091	7.27273	-0.026024
-9.09091	9.09091	-0.0217394
-7.27273	9.09091	-0.0197279
-5.45455	9.09091	-0.0184098
-3.63636	9.09091	-0.0173912
-1.81818	9.09091	-0.0166006
0	9.09091	-0.0160243
1.81818	9.09091	-0.0156135
3.63636	9.09091	-0.0152406
5.45455	9.09091	-0.014648
7.27273	9.09091	-0.0132978
9.09091	9.09091	-0.00983045
