0.5	0	0
0.4998	0.0173182	0.01
0.499201	0.0346226	0.02
0.498203	0.0518993	0.03
0.496808	0.0691347	0.04
0.495021	0.0863154	0.05
0.492843	0.103428	0.06
0.490279	0.12046	0.07
0.487334	0.137398	0.08
0.484014	0.15423	0.09
0.480325	0.170945	0.1
0.476273	0.187531	0.11
0.471867	0.203977	0.12
0.467113	0.220273	0.13
0.462019	0.236409	0.14
0.456596	0.252376	0.15
0.450851	0.268165	0.16
0.444793	0.283768	0.17
0.438433	0.299179	0.18
0.431779	0.314389	0.19
0.424842	0.329393	0.2
0.417632	0.344185	0.21
0.410158	0.35876	0.22
0.402431	0.373114	0.23
0.39446	0.387241	0.24
0.386256	0.40114	0.25
0.377828	0.414806	0.26
0.369186	0.428237	0.27
0.36034	0.441431	0.28
0.351299	0.454387	0.29
0.342072	0.467103	0.3
0.33267	0.479579	0.31
0.3231	0.491813	0.32
0.313371	0.503806	0.33
0.303493	0.515558	0.34
0.293472	0.527069	0.35
0.283318	0.53834	0.36
0.273038	0.549372	0.37
0.26264	0.560165	0.38
0.252131	0.570723	0.39
0.241518	0.581045	0.4
0.230808	0.591134	0.41
0.220008	0.600992	0.42
0.209123	0.610621	0.43
0.198161	0.620023	0.44
0.187127	0.629199	0.45
0.176027	0.638154	0.46
0.164867	0.646888	0.47
0.15365	0.655405	0.48
0.142384	0.663707	0.49
0.131072	0.671797	0.5
0.119719	0.679677	0.51
0.108329	0.687351	0.52
0.0969078	0.694821	0.53
0.0854581	0.702089	0.54
0.0739842	0.709159	0.55
0.06249	0.716033	0.56
0.0509788	0.722715	0.57
0.0394543	0.729206	0.58
0.0279196	0.73551	0.59
0.0163779	0.74163	0.6
0.00483221	0.747568	0.61
-0.00671467	0.753327	0.62
-0.01826	0.75891	0.63
-0.0298012	0.76432	0.64
-0.0413357	0.769558	0.65
-0.0528612	0.774629	0.66
-0.0643754	0.779534	0.67
-0.0758761	0.784276	0.68
-0.0873614	0.788858	0.69
-0.0988292	0.793282	0.7
-0.110278	0.797551	0.71
-0.121705	0.801667	0.72
-0.133109	0.805632	0.73
-0.14449	0.80945	0.74
-0.155844	0.813122	0.75
-0.16717	0.816651	0.76
-0.178468	0.820038	0.77
-0.189736	0.823287	0.78
-0.200972	0.8264	0.79
-0.212175	0.829378	0.8
-0.223345	0.832224	0.81
-0.23448	0.83494	0.82
-0.245578	0.837527	0.83
-0.25664	0.839989	0.84
-0.267664	0.842327	0.85
-0.278649	0.844543	0.86
-0.289595	0.846639	0.87
-0.3005	0.848616	0.88
-0.311364	0.850478	0.89
-0.322186	0.852225	0.9
-0.332966	0.853859	0.91
-0.343702	0.855382	0.92
-0.354395	0.856796	0.93
-0.365042	0.858102	0.94
-0.375645	0.859303	0.95
-0.386203	0.8604	0.96
-0.396714	0.861394	0.97
-0.407179	0.862287	0.98
-0.417597	0.86308	0.99
-0.427967	0.863776	1
-0.43829	0.864375	1.01
-0.448565	0.864879	1.02
-0.458791	0.86529	1.03
-0.468968	0.865608	1.04
-0.479096	0.865836	1.05
-0.489175	0.865975	1.06
-0.499204	0.866025	1.07
-0.509182	0.865989	1.08
-0.519111	0.865867	1.09
-0.528989	0.865661	1.1
-0.538817	0.865373	1.11
-0.548594	0.865002	1.12
-0.55832	0.864551	1.13
-0.567994	0.864021	1.14
-0.577617	0.863413	1.15
-0.587189	0.862727	1.16
-0.596709	0.861966	1.17
-0.606177	0.86113	1.18
-0.615593	0.86022	1.19
-0.624957	0.859238	1.2
-0.634269	0.858183	1.21
-0.643529	0.857059	1.22
-0.652737	0.855864	1.23
-0.661892	0.854601	1.24
-0.670995	0.85327	1.25
-0.680046	0.851873	1.26
-0.689044	0.85041	1.27
-0.697989	0.848882	1.28
-0.706882	0.84729	1.29
-0.715722	0.845635	1.3
-0.724509	0.843917	1.31
-0.733244	0.842139	1.32
-0.741927	0.8403	1.33
-0.750556	0.838401	1.34
-0.759133	0.836443	1.35
-0.767657	0.834428	1.36
-0.776129	0.832355	1.37
-0.784548	0.830226	1.38
-0.792914	0.82804	1.39
-0.801228	0.8258	1.4
-0.809489	0.823506	1.41
-0.817697	0.821159	1.42
-0.825853	0.818758	1.43
-0.833956	0.816306	1.44
-0.842007	0.813802	1.45
-0.850006	0.811247	1.46
-0.857952	0.808643	1.47
-0.865846	0.805989	1.48
-0.873687	0.803286	1.49
-0.881476	0.800535	1.5
